0.49772,0.95139,0.59725
0.61232,0.43579,0.54102
0.45384,0.68796,0.65216
0.40664,0.65077,0.66592
0.46543,0.70557,0.64977
0.47041,0.70731,0.65866
0.40628,0.47546,0.54986
0.33974,0.43157,0.30351
0.51031,0.93084,0.60552
0.516,0.92486,0.59434
0.49793,0.93922,0.60706
0.53434,0.53025,0.56944
0.05615,0.33657,0.43421
0.49787,0.95324,0.60733
0.08432,0.36681,0.34258
0.51206,0.93262,0.6022
0.49807,0.37002,0.74462
0.50079,0.36884,0.74828
0.28187,0.51742,0.60834
0.18328,0.52408,0.74688
0.33505,0.53226,0.53494
0.23704,0.40341,0.74885
0.2427,0.39747,0.72532
0.49872,0.95052,0.59661
0.32833,0.30331,0.63773
0.32693,0.29866,0.64075
0.45028,0.70805,0.55831
0.327,0.30286,0.63932
0.3539,0.45377,0.65133
0.49959,0.95004,0.60375
0.58194,0.62626,0.08598
0.57666,0.62829,0.09557
0.57062,0.62909,0.10707
0.50531,0.948,0.60901
0.54777,0.90379,0.63522
0.55486,0.9081,0.6273
0.54843,0.89967,0.63413
0.55323,0.89777,0.61987
0.55538,0.88809,0.61389
0.53345,0.90243,0.60334
0.54968,0.89742,0.62481
0.54769,0.90193,0.63122
0.5559,0.89272,0.61539
0.55441,0.87953,0.60288
0.53873,0.32585,0.78186
0.47079,0.34572,0.72988
0.18486,0.50574,0.75208
0.17995,0.52992,0.74075
0.54209,0.90212,0.63482
0.24983,0.38,0.81749
0.5538,0.90271,0.62171
0.54702,0.89628,0.63281
0.54985,0.90862,0.63438
0.55306,0.89012,0.6162
0.52581,0.80613,0.58086
0.55318,0.89873,0.6218
0.55511,0.88983,0.61786
0.55441,0.90576,0.62593
0.545,0.86672,0.59763
0.55667,0.87826,0.59898
0.55639,0.89926,0.62103
0.58155,0.62569,0.08238
0.54354,0.86564,0.59883
0.57953,0.62674,0.09167
0.54767,0.90812,0.63818
0.54858,0.90088,0.63489
0.58118,0.62661,0.08831
0.53689,0.89914,0.60648
0.55433,0.89747,0.6214
0.54933,0.87987,0.60858
0.54544,0.88519,0.62437
0.60134,0.27461,0.80708
0.436,0.32868,0.67577
0.54375,0.32322,0.69064
0.49834,0.34499,0.74019
0.35175,0.44738,0.64754
0.55227,0.8806,0.6041
0.36466,0.41205,0.66605
0.35195,0.4445,0.66745
0.34654,0.5267,0.67869
0.34764,0.52181,0.67983
0.34847,0.4492,0.66802
0.56265,0.37232,0.5173
0.34211,0.49619,0.62721
0.55643,0.88632,0.6092
0.29582,0.42346,0.74128
0.21543,0.35501,0.68518
0.26028,0.35751,0.82219
0.24834,0.38562,0.79243
0.13848,0.42688,0.5844
0.55541,0.87425,0.59519
0.55302,0.90702,0.62854
0.53091,0.80284,0.5817
0.16893,0.62377,0.56908
0.54485,0.90291,0.64355
0.55776,0.89147,0.61291
0.55439,0.88181,0.60657
0.54755,0.89878,0.6287
0.71016,0.54804,0.27409
0.1571,0.48266,0.49819
0.5481,0.89945,0.63317
0.53842,0.8664,0.60709
0.25295,0.26454,0.51238
0.54689,0.8815,0.61657
0.55389,0.89427,0.61952
0.55587,0.89976,0.62187
0.52272,0.7947,0.56697
0.55491,0.90739,0.62577
0.54672,0.87996,0.61356
0.55407,0.90629,0.62683
0.55343,0.89585,0.62199
0.43978,0.56859,0.47795
0.55465,0.89139,0.61635
0.55399,0.87305,0.59525
0.55569,0.90484,0.62396
0.54594,0.87435,0.60914
0.55409,0.87579,0.5993
0.5416,0.86708,0.60349
0.55151,0.87197,0.59768
0.55458,0.87403,0.59595
0.55194,0.88317,0.6094
0.52735,0.81774,0.57919
0.60517,0.617,0.75757
0.54566,0.89804,0.63637
0.5478,0.86862,0.59685
0.423,0.40114,0.32112
0.55662,0.88946,0.61097
0.55398,0.87871,0.60254
0.5531,0.89592,0.6208
0.40565,0.66961,0.33489
0.45787,0.74394,0.44544
0.46084,0.42563,0.35955
0.34179,0.78468,0.56466
0.55319,0.876,0.6002
0.40358,0.51766,0.42367
0.53695,0.54179,0.50227
0.53479,0.54081,0.50394
0.34828,0.7282,0.61524
0.33877,0.52335,0.57096
0.35579,0.73903,0.61491
0.44036,0.61367,0.47889
0.44407,0.70857,0.55563
0.55224,0.90703,0.62546
0.66481,0.58425,0.71191
0.5524,0.89396,0.61792
0.5517,0.89718,0.61843
0.55368,0.88306,0.60774
0.23869,0.3886,0.63221
0.55599,0.87588,0.59682
0.55413,0.8899,0.62121
0.16043,0.55008,0.55511
0.7321,0.53291,0.25294
0.55545,0.89365,0.61708
0.54571,0.86728,0.59724
0.55258,0.90724,0.62839
0.55213,0.87222,0.59662
0.55364,0.88147,0.60717
0.51754,0.93112,0.60922
0.50174,0.95239,0.60981
0.50871,0.94201,0.60469
0.50176,0.95076,0.60674
0.13068,0.70347,0.2931
0.50606,0.94165,0.59701
0.59378,0.5459,0.60696
0.51454,0.92627,0.59207
0.54347,0.59571,0.69973
0.78273,0.90157,0.64135
0.78668,0.90078,0.63764
0.76751,0.90424,0.65565
0.77016,0.90051,0.65359
0.50318,0.94554,0.6007
0.78361,0.89268,0.64196
0.50719,0.94091,0.59989
0.78162,0.8881,0.64435
0.77695,0.88736,0.6498
0.77931,0.8844,0.64739
0.77718,0.88773,0.64859
0.78657,0.90058,0.63778
0.78242,0.88084,0.6445
0.78165,0.8898,0.64407
0.7844,0.8927,0.64095
0.77897,0.88654,0.6476
0.77215,0.88258,0.64473
0.50277,0.94957,0.60307
0.77301,0.88335,0.64457
0.31011,0.28467,0.64341
0.7848,0.90037,0.63952
0.78343,0.91463,0.63887
